id,title,company,location,posted,applicants,level,type,functions,industries,key_words,misspelled_words
1821085039,Data Scientist,AIRBUS,"Madrid, Community of Madrid, Spain",1.0,0, Entry level , Full-time , Engineering Information Technology , Information Technology and Services Computer Software Aviation & Aerospace,python r tableau spark java agile,spotfire matlab visualizations scoping dashboards ’ rshiny jira analytics getafe cutting-edge svm hdfs dto early-level
1774948014,Big Data Architect,Harnham,"San Sebastián de los Reyes, Community of Madrid, Spain",28.0,0, Associate , Full-time , Business Development Sales , Marketing and Advertising Information Technology and Services Human Resources,python scala spark hadoop aws azure cloudera,tech-savvy head-quarter gcpbenefits martínez
1822330179,Support Operations Big Data Madrid,SOTEC CONSULTING,"San Sebastián de los Reyes, Community of Madrid, Spain",0.375,0, Entry level , Full-time , Information Technology , Information Technology and Services Computer Software Human Resources,scala impala hive hadoop,sotec consulting boadilla aplicativos microinformática interfaces 00h rozas
1822263258,Administrador Big Data,SEREM Consultoría Empresarial,"San Sebastián de los Reyes, Community of Madrid, Spain",0.4583333333333333,0, Associate , Full-time , Information Technology , Information Technology and Services Computer Software Human Resources,impala spark hive hadoop cloud cloudera,serem helpdesk consulting j2ee bpo reas apps compaa mbito aos outsourcing
1805153087,ADMINISTRADOR DE SISTEMAS BDM - BIG DATA MANAGEMENT,Ibermática,"San Sebastián de los Reyes, Community of Madrid, Spain",14.0,0, Associate , Full-time , Information Technology , Information Technology and Services Computer Software Telecommunications,spark hadoop cloudera,gestion ambari escalabilidad clústeres appliance
1820449939,Consulsap: Profesionales big data,ConsulSAP,"San Sebastián de los Reyes, Community of Madrid, Spain",28.0,0, Entry level , Full-time , Other , Information Technology and Services Staffing and Recruiting Management Consulting,,valorable
1789833681,Consulsap: Profesionales big data,ConsulSAP,"San Sebastián de los Reyes, Community of Madrid, Spain",28.0,0, Entry level , Full-time , Other , Information Technology and Services Staffing and Recruiting Management Consulting,,valorable
1820318564,Aderen: Arquitecto big data,ADEREN,"San Sebastián de los Reyes, Community of Madrid, Spain",28.0,0, Associate , Full-time , Engineering Information Technology , Information Technology and Services Staffing and Recruiting Management Consulting,,
1737039929,ES- Consultor Big Data | AWS,Devoteam,"Covibar Madrid, Community of Madrid, Spain",7.0,0, Associate , Full-time , Other , Information Technology and Services Computer Software Human Resources,python r qlik tableau impala spark hive aws cloud azure kpi crm docker,haddop itsm valorará redshift bdm kubernetes intelligence js nosql analytics node salesforce microstrategy erp mdm automatizacion strategy phyton git bootstrap devops sap devoteam bmc ´ idq visualization react governance computing tensor pwc
1805414769,"BIG DATA ARCHITECT in MADRID, SPAIN (m/f)",GT Linkers,"San Sebastián de los Reyes, Community of Madrid, Spain",14.0,0, Associate , Full-time , Business Development Sales , Information Technology and Services Computer Software Internet,python r scala spark hive sql hadoop aws java azure etl cloudera agile docker mongo,junit hortonworks tele-working roadmaps logstash gtlinkers ’ mapr high-potential analytics “ elasticsearch 2-3 3-7 hdp day-a-week flume highly-disruptive results-oriented … kibana facebook ´ non-top www casanueva top-performance website contextualization
1702060156,Senior Big Data QA Engineer ,e-Frontiers Ltd,"San Sebastián de los Reyes, Community of Madrid, Spain",28.0,46 , Associate , Full-time , Engineering , Hospitality,impala spark hive sql kafka hadoop aws agile docker,hbase rest-apis onboarding refactoring pair-programming domain-driven we'd cross-discipline paa proactivity @e flink cebrian … tdd iaa mesos cial it's
1781375250,Arquitecto/a Big Data - Madrid,IT Partner España,"San Sebastián de los Reyes, Community of Madrid, Spain",28.0,0, Associate , Full-time , Engineering Information Technology , Computer Software Law Practice Legal Services,etl scrum,batch teams rt arquitectónicas jira crossdata processing integradas nrt 2019-271- frameworks mdm ma-busint arquitecturas còdigo … confluence apply – especificando stratio 15/1999 elstack
1739418348,Administrador/a Big Data (Cloudera - Infraestructura),Gfi España,"Madrid, Community of Madrid, Spain",28.0,26 , Mid-Senior level , Full-time , Other , Information Technology and Services,r spark hadoop cloudera,distribuirlos aportada-plan ambari recovery clústeres http bdr disaster map legazpi outsourcing · trabajaren escalabilidad crecimiento-plan microsite back-up appliance gfi www sentry
1820267461,M & GT Consulting: Big data service manager,M&​GT Consulting,"San Sebastián de los Reyes, Community of Madrid, Spain",7.0,0, Mid-Senior level , Full-time , Project Management Information Technology , Information Technology and Services Internet Management Consulting,,seleccionanmos consulting
1786456631,Data Engineer (flexible location),Amazon,"San Sebastián de los Reyes, Community of Madrid, Spain",21.0,67 , Not Applicable , Full-time , Human Resources Information Technology , Computer Software Information Technology and Services Internet,python sql aws java etl,’ – a1038932 learnings analytics tinkerer amzn postgre awscompany linux modeling
1790097377,Disease Area Head Hematology,Bristol Myers Squibb,"Covibar Madrid, Community of Madrid, Spain",28.0,82 , Director , Full-time , Business Development Sales , Biotechnology Hospital & Health Care Pharmaceuticals,r gcp,tl-visits daexperience 3-5 biopharma non-promotional timelines ’ emac hcps “ mentoring can-do trial-related económica product-specific ” pharmacovigilance actualidad cross-functional immunoscience
1814730857,"Senior Data Analyst, Madrid",Farmacias Trebol,"Madrid, Community of Madrid, Spain",7.0,0, Associate , Full-time , Information Technology , Information Technology and Services Computer Software Human Resources,sql b2b b2c agile kpi,´ valorará bise ingenierías retributivo ad-hoc analyst
1813401483,Data Scientist / / J0628,Sage,"Madrid, Community of Madrid, Spain",7.0,0, Entry level , Full-time , Engineering Information Technology , Information Technology and Services Computer Software Internet,python r scala spark sql hadoop aws cloud,responsabilidades microservices descripción ofour scikit-learn environmentwhere ’ deliverables numpy bookkeepers startups mentoring companywith production-quality overfitting cross-validation use-cases principales — ideation odata willaccelerate on-demand – scipy cloud-based
1792221113,"Senior Manager, Marketing Analytics (Bangkok Based)",Agoda,"San Sebastián de los Reyes, Community of Madrid, Spain",21.0,29 , Mid-Senior level , Full-time , Analyst Engineering Marketing , Internet,python r tableau sql,bkng mar-tech sanfrancisco sandiego losangeles cutting-edge mexicocity ad-tech minneapolis-st anls ’ analytics bengaluru mentoring ecommerce agoda's cmo mrkt agoda cfo randstad comp-sci newyork https pure-science careersatagoda modeling washingtondc visualizations privacy-statement orangecounty
1779337494,Big Data Platform Technical Manager,jobleads.com - Careers for Senior-Level Professionals,"San Sebastián de los Reyes, Community of Madrid, Spain",21.0,0, Mid-Senior level , Full-time , Engineering Information Technology , Marketing and Advertising Internet Staffing and Recruiting,python impala spark hive kafka hadoop cloud cloudera,ingestas kerberos batch kpis upgrade hots capacity compliance performing resiliencia analytics installation configuration maintenance parcheo back-up environments rto … ciso scripting iaa ansible slas aquanima governance cto certificaciones bbdd diplomatura
1822302132,Técnico soporte Big Data Madrid,Ibermática,"San Sebastián de los Reyes, Community of Madrid, Spain",0.4166666666666667,0, Entry level , Full-time , Other , Information Technology and Services Computer Software Human Resources,,telco c1 mantenimientos 15h proactivos ibermática desarrollarte boadilla aplicativos rotativos 23h certificaciones interfaces banking
1820265179,Serem: Programador big data (madrid),SEREM Consultoría Empresarial,"San Sebastián de los Reyes, Community of Madrid, Spain",2.0,0, Entry level , Full-time , Engineering Information Technology , Information Technology and Services Computer Software Human Resources,,serem
1801026778,Tecnico Big Data Hadoop Impala,SOTEC CONSULTING,"San Sebastián de los Reyes, Community of Madrid, Spain",21.0,0, Entry level , Full-time , Other , Information Technology and Services Computer Software Information Services,scala impala hive sql hadoop,sotec support consulting user scripts experiencie boadilla procesamient n1 operations 7-15 logs rozas
1816787817,"Senior Data Analyst, Madrid",Farmacias Trebol,"Madrid, Community of Madrid, Spain",4.0,0, Associate , Full-time , Information Technology , Information Technology and Services Computer Software Human Resources,sql b2b b2c agile kpi,´ valorará bise ingenierías retributivo ad-hoc analyst
1796064556,Big Data and Analytics Specialist Solutions Architect (Madrid or Paris),Amazon,"San Sebastián de los Reyes, Community of Madrid, Spain",14.0,0, Not Applicable , Full-time , Consulting Information Technology Engineering , Computer Software Information Technology and Services Internet,python scala spark hive sql kafka hadoop aws java cloud mongo,whitepapers in-memory hbase sarl emr roadmaps enablement ’ analytics opportunity-affirmative olap postgre elasticsearch flink a973178 best-practices emea 3rd amazon's kinesis blogs certifications ­ – batch-based master's
1820247032,"Data Scientist, Madrid",Alten In,"San Sebastián de los Reyes, Community of Madrid, Spain",4.0,0, Entry level , Full-time , Engineering Information Technology , Information Technology and Services Computer Software Human Resources,python r sql mining,retail mfa teletrabajo alten proactivas scientist polivalentes server ¡
1805126650,Tecnico Soporte Big Data,Ibermática,"San Sebastián de los Reyes, Community of Madrid, Spain",14.0,0, Entry level , Full-time , Other , Information Technology and Services Telecommunications Human Resources,,ibermática telco desarrollarte
1818753395,"Programador Big Data, Madrid",SEREM Consultoría Empresarial,"San Sebastián de los Reyes, Community of Madrid, Spain",4.0,0, Entry level , Full-time , Engineering Information Technology , Information Technology and Services Computer Software Human Resources,scala spark hive hadoop aws cloud cloudera,tacnplogías serem helpdesk consulting j2ee bpo apps outsourcing
1797853509,"Tecnico BIG DATA Hadoop Impala, Madrid",SOTEC CONSULTING,"San Sebastián de los Reyes, Community of Madrid, Spain",21.0,0, Entry level , Full-time , Other , Information Technology and Services Computer Software Human Resources,scala impala hive sql hadoop etl cloudera,user experiencie boadilla operations logs valorable resource support elasticsearch n1 kibana rozas unix sotec consulting scripts 7-15
1815630718,"Senior Data Analyst, Madrid",Farmacias Trebol,"Madrid, Community of Madrid, Spain",6.0,0, Associate , Full-time , Information Technology , Information Technology and Services Computer Software Human Resources,sql b2b b2c agile kpi,´ valorará bise ingenierías retributivo ad-hoc analyst
1803918711,"Data Scientist Junior, Madrid",Alten Spain,"San Sebastián de los Reyes, Community of Madrid, Spain",14.0,49 , Entry level , Full-time , Engineering Information Technology , Information Technology and Services Computer Software Human Resources,python r sql,learning retail medio-alto alten scientist server
1818108665,"Técnico soporte Big Data, Madrid",Ibermática,"Madrid, Community of Madrid, Spain",4.0,0, Entry level , Full-time , Other , Information Technology and Services Telecommunications Human Resources,hive hadoop,telco c1 mantenimientos proactivos accidentesimpala ibermática desarrollarte boadilla aplicativos rotativos 23h certificaciones interfaces banking 7-15
1817714483,Product Management Intern,Amazon,"San Sebastián de los Reyes, Community of Madrid, Spain",0.2916666666666667,0, Not Applicable , Full-time , Project Management Management Product Management , Computer Software Information Technology and Services Internet,sql,’ highest-potential root-causes deep-dive sarl google analytics customer-centric excel-based a1029208 interns time-management
1822258006,Programador Big Data,SEREM Consultoría Empresarial,"San Sebastián de los Reyes, Community of Madrid, Spain",0.4583333333333333,0, Entry level , Full-time , Engineering Information Technology , Information Technology and Services Computer Software Human Resources,impala spark hive hadoop cloud cloudera,serem helpdesk consulting j2ee bpo reas apps compaa mbito aos outsourcing
1821998629,"Senior Data Analyst, Madrid",Farmacias Trebol,"Madrid, Community of Madrid, Spain",0.5833333333333334,0, Associate , Full-time , Information Technology , Information Technology and Services Computer Software Human Resources,sql b2b b2c agile kpi,´ valorará bise ingenierías retributivo ad-hoc analyst
1808232067,Data Scientist & Economist,Cbre Group,"San Sebastián de los Reyes, Community of Madrid, Spain",14.0,0, Entry level , Full-time , Engineering Information Technology , Human Resources Financial Services Real Estate,r,macroeconómica 1-2 cuantitativa predictivos forecast predictivas econométricos cuantitativo estructurar cbre estructuración macroeconómico inferencia eviews forecasting scientist nº1 predictivo optimización demostrable
1811493744,"Técnico soporte Big Data, Madrid",Ibermática,"Madrid, Community of Madrid, Spain",7.0,0, Entry level , Full-time , Other , Information Technology and Services Telecommunications Human Resources,hive hadoop,telco c1 mantenimientos proactivos accidentesimpala ibermática desarrollarte boadilla aplicativos rotativos 23h certificaciones interfaces banking 7-15
1819087571,"Programador Big Data, Madrid, Madrid",SEREM Consultoría Empresarial,"San Sebastián de los Reyes, Community of Madrid, Spain",3.0,0, Entry level , Full-time , Engineering Information Technology , Information Technology and Services Computer Software Human Resources,impala spark hive cloudera,serem
1810136176,"Senior Data Analyst, Madrid",Farmacias Trebol,"Madrid, Community of Madrid, Spain",7.0,0, Associate , Full-time , Information Technology , Information Technology and Services Computer Software Human Resources,sql b2b b2c agile kpi,´ valorará bise ingenierías retributivo ad-hoc analyst
1821981818,"Técnico soporte Big Data, Madrid",Ibermática,"Madrid, Community of Madrid, Spain",0.5833333333333334,0, Entry level , Full-time , Other , Information Technology and Services Telecommunications Human Resources,hive hadoop,telco c1 mantenimientos proactivos accidentesimpala ibermática desarrollarte boadilla aplicativos rotativos 23h certificaciones interfaces banking 7-15
1820238939,Sr Data Scientist,Lexisnexis,"San Sebastián de los Reyes, Community of Madrid, Spain",4.0,0, Associate , Full-time , Other , Research Insurance Hospital & Health Care,python r,master-s e-book – nexis sherpath relx analytics self-starter glms team's 1 877 734 1938 lancetand modeling non-statistically
1820629923,"Senior Data Analyst, Madrid",Farmacias Trebol,"Madrid, Community of Madrid, Spain",1.0,0, Associate , Full-time , Information Technology , Information Technology and Services Computer Software Human Resources,sql b2b b2c agile kpi,´ valorará bise ingenierías retributivo ad-hoc analyst
1820629545,"Técnico soporte Big Data, Madrid",Ibermática,"Madrid, Community of Madrid, Spain",1.0,0, Entry level , Full-time , Other , Information Technology and Services Telecommunications Human Resources,hive hadoop,telco c1 mantenimientos proactivos accidentesimpala ibermática desarrollarte boadilla aplicativos rotativos 23h certificaciones interfaces banking 7-15
1782465695,"Data Scientist, Madrid",ALTEN Spain,"San Sebastián de los Reyes, Community of Madrid, Spain",28.0,0, Entry level , Full-time , Engineering Information Technology , Computer & Network Security Staffing and Recruiting Banking,python r sql mining,retail mfatipo teletrabajo alten proactivas scientist polivalentes server ¡
1808014964,"Senior Data Analyst, Madrid",Farmacias Trebol,"Madrid, Community of Madrid, Spain",14.0,0, Associate , Full-time , Information Technology , Information Technology and Services Computer Software Human Resources,sql b2b b2c agile kpi,´ valorará bise ingenierías retributivo ad-hoc analyst
1807070754,"Técnico soporte Big Data, Madrid",Ibermática,"Madrid, Community of Madrid, Spain",14.0,0, Entry level , Full-time , Other , Information Technology and Services Computer Software Telecommunications,hive hadoop,telco c1 mantenimientos proactivos accidentesimpala ibermática desarrollarte boadilla aplicativos rotativos 23h certificaciones interfaces banking 7-15
1793008025,Data Analyst,Parallel,"Madrid, Community of Madrid, Spain",21.0,0, Entry level , Full-time , Information Technology , Information Technology and Services Computer Software Management Consulting,etl,metadata dashboards as-is organization's to-be collibra mdm
1811498586,"Senior Data Analyst, Madrid",Farmacias Trebol,"Madrid, Community of Madrid, Spain",7.0,0, Associate , Full-time , Information Technology , Information Technology and Services Computer Software Human Resources,sql b2b b2c agile kpi,´ valorará bise ingenierías retributivo ad-hoc analyst
1819397428,"Técnico soporte Big Data, Madrid",Ibermática,"Madrid, Community of Madrid, Spain",3.0,0, Entry level , Full-time , Other , Information Technology and Services Telecommunications Human Resources,hive hadoop,telco c1 mantenimientos proactivos accidentesimpala ibermática desarrollarte boadilla aplicativos rotativos 23h certificaciones interfaces banking 7-15
1807820034,DATA SCIENCE R Y PHYTON H/M,Gfi Informatique,"Boadilla del Monte, Community of Madrid, Spain",14.0,0, Entry level , Full-time , Engineering Information Technology , Information Technology and Services Computer Software Human Resources,r,gfi utilities analytics www avalan phyton proforma euronext outsourcing
1807073037,"Senior Data Analyst, Madrid",Farmacias Trebol,"Madrid, Community of Madrid, Spain",14.0,0, Associate , Full-time , Information Technology , Information Technology and Services Computer Software Human Resources,sql b2b b2c agile kpi,´ valorará bise ingenierías retributivo ad-hoc analyst
1805417482,"Técnico soporte Big Data, Madrid",Ibermática,"Madrid, Community of Madrid, Spain",14.0,0, Entry level , Full-time , Other , Information Technology and Services Computer Software Telecommunications,hive hadoop,telco c1 mantenimientos proactivos accidentesimpala ibermática desarrollarte boadilla aplicativos rotativos 23h certificaciones interfaces banking 7-15
1796941047,Data Analyst,Parallel,"San Sebastián de los Reyes, Community of Madrid, Spain",21.0,0, Entry level , Full-time , Information Technology , Information Technology and Services Banking Management Consulting,etl,metadata dashboards as-is organization's to-be collibra mdm
1806447981,"Senior Data Analyst, Madrid",Farmacias Trebol,"Madrid, Community of Madrid, Spain",14.0,0, Associate , Full-time , Information Technology , Information Technology and Services Computer Software Human Resources,sql b2b b2c agile kpi,´ valorará bise ingenierías retributivo ad-hoc analyst
1803941643,"Técnico soporte Big Data, Madrid",Ibermática,"Madrid, Community of Madrid, Spain",14.0,0, Entry level , Full-time , Other , Information Technology and Services Computer Software Telecommunications,hive hadoop,telco c1 mantenimientos proactivos accidentesimpala ibermática desarrollarte boadilla aplicativos rotativos 23h certificaciones interfaces banking 7-15
1812956366,Data Science R Y Phyton H/M,Gfi Informatique,"San Sebastián de los Reyes, Community of Madrid, Spain",14.0,0, Entry level , Full-time , Engineering Information Technology , Information Technology and Services Computer Software Telecommunications,r,gfi utilities analytics www avalan phyton proforma euronext outsourcing
1802724028,"Senior Data Analyst, Madrid",Farmacias Trebol,"Madrid, Community of Madrid, Spain",14.0,0, Associate , Full-time , Information Technology , Information Technology and Services Computer Software Human Resources,sql b2b b2c agile kpi,´ valorará bise ingenierías retributivo ad-hoc analyst
1802719585,"Técnico soporte Big Data, Madrid",Ibermática,"Madrid, Community of Madrid, Spain",14.0,0, Entry level , Full-time , Other , Information Technology and Services Computer Software Telecommunications,hive hadoop,telco c1 mantenimientos proactivos accidentesimpala ibermática desarrollarte boadilla aplicativos rotativos 23h certificaciones interfaces banking 7-15
1816600376,Data Analyst | Madrid,Parallel Consulting,"San Sebastián de los Reyes, Community of Madrid, Spain",21.0,0, Entry level , Full-time , Information Technology , Information Technology and Services Management Consulting Financial Services,etl,metadata dashboards as-is organization's to-be collibra mdm
1803940712,"Senior Data Analyst, Madrid",Farmacias Trebol,"Madrid, Community of Madrid, Spain",14.0,0, Associate , Full-time , Information Technology , Information Technology and Services Computer Software Human Resources,sql b2b b2c agile kpi,´ valorará bise ingenierías retributivo ad-hoc analyst
1816785913,"Técnico soporte Big Data, Madrid",Ibermática,"Madrid, Community of Madrid, Spain",4.0,0, Entry level , Full-time , Other , Information Technology and Services Telecommunications Human Resources,hive hadoop,telco c1 mantenimientos proactivos accidentesimpala ibermática desarrollarte boadilla aplicativos rotativos 23h certificaciones interfaces banking 7-15
1796938435,Beca Data Scientist,Mediaset.Es,"San Sebastián de los Reyes, Community of Madrid, Spain",21.0,0, Entry level , Full-time , Engineering Information Technology , Marketing and Advertising Higher Education Human Resources,,mediaset prorrogables ingenería formativas proactiva
1813256387,"Senior Data Analyst, Madrid",Farmacias Trebol,"Madrid, Community of Madrid, Spain",7.0,0, Associate , Full-time , Information Technology , Information Technology and Services Computer Software Human Resources,sql b2b b2c agile kpi,´ valorará bise ingenierías retributivo ad-hoc analyst
1805129701,"Técnico Soporte Big Data, Madrid",Ibermática,"San Sebastián de los Reyes, Community of Madrid, Spain",14.0,0, Entry level , Full-time , Other , Information Technology and Services Telecommunications Human Resources,hive hadoop,telco c1 mantenimientos proactivos accidentesimpala ibermática desarrollarte boadilla aplicativos rotativos 23h certificaciones interfaces banking 7-15
1802819150,Senior Data Scientist,Zurich,"Madrid, Community of Madrid, Spain",14.0,0, Associate , Full-time , Other , Information Technology and Services Computer Software Financial Services,python spark agile,you'll that's analytics 5-7 it's today's we're py high-dimensionality team-player
1805463125,"Senior Data Analyst, Madrid",Farmacias Trebol,"Madrid, Community of Madrid, Spain",14.0,0, Associate , Full-time , Information Technology , Information Technology and Services Computer Software Human Resources,sql b2b b2c agile kpi,´ valorará bise ingenierías retributivo ad-hoc analyst
1802275075,"Técnico soporte Big Data, Madrid",Ibermática,"Boadilla del Monte, Community of Madrid, Spain",14.0,0, Entry level , Full-time , Other , Information Technology and Services Computer Software Telecommunications,hive hadoop,telco c1 mantenimientos proactivos accidentesimpala ibermática desarrollarte boadilla aplicativos rotativos 23h certificaciones interfaces banking 7-15
1812958577,Sr Data Scientist,Lexisnexis Risk Solutions,"San Sebastián de los Reyes, Community of Madrid, Spain",14.0,0, Associate , Full-time , Other , Research Insurance Hospital & Health Care,python r,e-book r3426 ’ – nexis sherpath relx analytics self-starter glms team's 1 877 734 1938 lancetand modeling non-statistically
1808014830,"Técnico soporte Big Data, Madrid",Ibermática,"Madrid, Community of Madrid, Spain",14.0,0, Entry level , Full-time , Other , Information Technology and Services Computer Software Telecommunications,hive hadoop,telco c1 mantenimientos proactivos accidentesimpala ibermática desarrollarte boadilla aplicativos rotativos 23h certificaciones interfaces banking 7-15
1781373220,Data Scientist Preventa - Big Data/ Machine Learning,CRANDP,"San Sebastián de los Reyes, Community of Madrid, Spain",28.0,0, Entry level , Full-time , Engineering Information Technology , Information Technology and Services Computer Software Human Resources,python r hadoop,datasets integrando learning scripting predictivos preventa – requisitosgrado 3-4 analytics automatic sba scientist predictive funcionestrabajarás softpro-actividad interpersonal …
1806444113,"Técnico soporte Big Data, Madrid",Ibermática,"Madrid, Community of Madrid, Spain",14.0,0, Entry level , Full-time , Other , Information Technology and Services Computer Software Telecommunications,hive hadoop,telco c1 mantenimientos proactivos accidentesimpala ibermática desarrollarte boadilla aplicativos rotativos 23h certificaciones interfaces banking 7-15
1810234929,INTERNATIONAL RISK HUB - RISK ANTICIPATION air – DATA SCIENTIST,BNP Paribas 2,"San Sebastián de los Reyes, Community of Madrid, Spain",7.0,0, Associate , Internship , Business Development Sales , Information Technology and Services Banking Financial Services,python r aws azure tensorflow,aaai ecai bitbucket client-oriented ijcai emnlp
1815629227,"Técnico soporte Big Data, Madrid",Ibermática,"Madrid, Community of Madrid, Spain",6.0,0, Entry level , Full-time , Other , Information Technology and Services Telecommunications Human Resources,hive hadoop,telco c1 mantenimientos proactivos accidentesimpala ibermática desarrollarte boadilla aplicativos rotativos 23h certificaciones interfaces banking 7-15
1796943640,Digital Data Analyst (Customer),Jti,"San Sebastián de los Reyes, Community of Madrid, Spain",21.0,0, Entry level , Full-time , Information Technology , Information Technology and Services Consumer Goods Financial Services,b2b b2c crm mining,clickstream dataiku synthetize energizing mevius we-re analytics geo-analytics 45-000 centricity self-starter jti master's e-cigarette ploom proficiently ecom
1814727858,"Técnico soporte Big Data, Madrid",Ibermática,"Madrid, Community of Madrid, Spain",7.0,0, Entry level , Full-time , Other , Information Technology and Services Telecommunications Human Resources,hive hadoop,telco c1 mantenimientos proactivos accidentesimpala ibermática desarrollarte boadilla aplicativos rotativos 23h certificaciones interfaces banking 7-15
1818317791,INTERNATIONAL RISK HUB - RISK ANTICIPATION air – DATA SCIENTIST,BNP Paribas 2,"San Sebastián de los Reyes, Community of Madrid, Spain",3.0,0, Associate , Internship , Business Development Sales , Information Technology and Services Banking Financial Services,python r aws azure tensorflow,aaai ecai bitbucket client-oriented ijcai emnlp
1813254773,"Técnico soporte Big Data, Madrid",Ibermática,"Madrid, Community of Madrid, Spain",7.0,0, Entry level , Full-time , Other , Information Technology and Services Telecommunications Human Resources,hive hadoop,telco c1 mantenimientos proactivos accidentesimpala ibermática desarrollarte boadilla aplicativos rotativos 23h certificaciones interfaces banking 7-15
1813403981,INTERNATIONAL RISK HUB - RISK ANTICIPATION air – DATA SCIENTIST,BNP Paribas 2,"San Sebastián de los Reyes, Community of Madrid, Spain",7.0,0, Associate , Internship , Business Development Sales , Information Technology and Services Banking Financial Services,python r aws azure tensorflow,aaai ecai bitbucket client-oriented ijcai emnlp
1810129737,"Técnico soporte Big Data, Madrid",Ibermática,"Madrid, Community of Madrid, Spain",7.0,0, Entry level , Full-time , Other , Information Technology and Services Telecommunications Human Resources,hive hadoop,telco c1 mantenimientos proactivos accidentesimpala ibermática desarrollarte boadilla aplicativos rotativos 23h certificaciones interfaces banking 7-15
1811917057,INTERNATIONAL RISK HUB - RISK ANTICIPATION air – DATA SCIENTIST,BNP Paribas 2,"San Sebastián de los Reyes, Community of Madrid, Spain",7.0,0, Associate , Internship , Business Development Sales , Information Technology and Services Banking Financial Services,python r aws azure tensorflow,aaai ecai bitbucket client-oriented ijcai emnlp
1819395788,"Programador senior Big Data, Madrid",Ibermática,"Madrid, Community of Madrid, Spain",3.0,0, Associate , Full-time , Engineering Information Technology , Information Technology and Services Telecommunications Human Resources,scala impala spark hive kafka hadoop agile scrum,telco 002ofrecemos hbase ibermática boadilla 19jl certificaciones
1809965081,"Consultor de Big Data, Madrid (remote)",Sentinel IT,"San Sebastián de los Reyes, Community of Madrid, Spain",7.0,0, Associate , Full-time , Other , Information Technology and Services Computer Software Telecommunications,impala spark hive hadoop cloud cloudera,
1821981821,"Programador senior Big Data, Madrid",Ibermática,"Madrid, Community of Madrid, Spain",0.5833333333333334,0, Associate , Full-time , Engineering Information Technology , Information Technology and Services Telecommunications Human Resources,scala impala spark hive kafka hadoop agile scrum,telco 002ofrecemos hbase ibermática boadilla 19jl certificaciones
1816726580,"Consultor de Big Data, Madrid (remote)",Sentinel IT,"San Sebastián de los Reyes, Community of Madrid, Spain",5.0,0, Associate , Full-time , Other , Information Technology and Services Computer Software Telecommunications,impala spark hive hadoop cloud cloudera,
1820628692,"Consultor de Big Data, Madrid (remote)",Sentinel IT,"San Sebastián de los Reyes, Community of Madrid, Spain",5.0,0, Associate , Full-time , Other , Information Technology and Services Computer Software Telecommunications,impala spark hive hadoop cloud cloudera,
1804037820,INTERNATIONAL RISK HUB - RISK ANTICIPATION air – DATA SCIENTIST,BNP Paribas 2,"San Sebastián de los Reyes, Community of Madrid, Spain",14.0,0, Associate , Internship , Business Development Sales , Information Technology and Services Banking Financial Services,python r aws azure tensorflow,aaai ecai bitbucket client-oriented ijcai emnlp
1818108659,"Programador senior Big Data, Madrid",Ibermática,"Madrid, Community of Madrid, Spain",4.0,0, Associate , Full-time , Engineering Information Technology , Information Technology and Services Telecommunications Human Resources,scala impala spark hive kafka hadoop agile scrum,telco 002ofrecemos hbase ibermática boadilla 19jl certificaciones
1814940993,INTERNATIONAL RISK HUB - RISK ANTICIPATION air – DATA SCIENTIST,BNP Paribas 2,"San Sebastián de los Reyes, Community of Madrid, Spain",6.0,0, Associate , Internship , Business Development Sales , Information Technology and Services Banking Financial Services,python r aws azure tensorflow,aaai ecai bitbucket client-oriented ijcai emnlp
1815630166,"Programador senior Big Data, Madrid",Ibermática,"Madrid, Community of Madrid, Spain",6.0,0, Associate , Full-time , Engineering Information Technology , Information Technology and Services Telecommunications Human Resources,scala impala spark hive kafka hadoop agile scrum,telco 002ofrecemos hbase ibermática boadilla 19jl certificaciones
1802841238,INTERNATIONAL RISK HUB - RISK ANTICIPATION air – DATA SCIENTIST,BNP Paribas 2,"San Sebastián de los Reyes, Community of Madrid, Spain",14.0,0, Associate , Internship , Business Development Sales , Information Technology and Services Banking Financial Services,python r aws azure tensorflow,aaai ecai bitbucket client-oriented ijcai emnlp
1814727859,"Programador senior Big Data, Madrid",Ibermática,"Madrid, Community of Madrid, Spain",7.0,0, Associate , Full-time , Engineering Information Technology , Information Technology and Services Telecommunications Human Resources,scala impala spark hive kafka hadoop agile scrum,telco 002ofrecemos hbase ibermática boadilla 19jl certificaciones
1787887911,Data Scientist Trainee,Ericsson,"San Sebastián de los Reyes, Community of Madrid, Spain",28.0,25 , Internship , Full-time , Engineering Information Technology , Nonprofit Organization Management Higher Education Government Administration,tensorflow keras,ict scikit req ’ 5g – lstm hyperparameter analytics eeo game-changing nondiscrimination internship
1813254765,"Programador senior Big Data, Madrid",Ibermática,"Madrid, Community of Madrid, Spain",7.0,0, Associate , Full-time , Engineering Information Technology , Information Technology and Services Telecommunications Human Resources,scala impala spark hive kafka hadoop agile scrum,telco 002ofrecemos hbase ibermática boadilla 19jl certificaciones
1806501160,INTERNATIONAL RISK HUB - RISK ANTICIPATION air – DATA SCIENTIST,BNP Paribas 2,"San Sebastián de los Reyes, Community of Madrid, Spain",14.0,0, Associate , Internship , Business Development Sales , Information Technology and Services Banking Financial Services,python r aws azure tensorflow,aaai ecai bitbucket client-oriented ijcai emnlp
